Attrition,EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,OverTime,EducationField,BusinessTravel,DistanceFromHome,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,1557,48,Female,Divorced,Sales,Sales Executive,6439,No,Life Sciences,Travel_Rarely,16,2,3,3,3,14,1,2,18,8,8,7,7,7
0,1558,29,Male,Married,Research & Development,Research Scientist,2451,No,Life Sciences,Travel_Rarely,9,1,4,3,3,18,2,2,5,6,1,0,0,0
0,1560,33,Male,Married,Sales,Sales Executive,6392,No,Life Sciences,Travel_Rarely,8,2,3,1,3,13,1,6,8,2,2,2,2,2
1,1562,30,Male,Married,Sales,Sales Executive,9714,No,Life Sciences,Travel_Rarely,1,2,2,1,3,11,1,4,10,1,10,8,6,7
0,1563,38,Male,Married,Human Resources,Human Resources,6077,No,Human Resources,Travel_Frequently,10,2,3,3,3,11,0,2,10,3,6,3,1,2
0,1564,35,Male,Single,Research & Development,Laboratory Technician,2450,No,Medical,Travel_Rarely,1,1,2,1,3,19,0,3,3,1,3,0,1,2
0,1568,30,Male,Married,Sales,Sales Executive,9250,No,Technical Degree,Travel_Rarely,29,3,3,2,3,12,1,3,9,3,4,2,1,3
1,1569,35,Female,Divorced,Research & Development,Laboratory Technician,2074,Yes,Life Sciences,Travel_Rarely,2,1,3,1,3,12,1,2,1,1,1,0,0,0
1,1572,53,Female,Married,Research & Development,Manufacturing Director,10169,No,Technical Degree,Travel_Rarely,2,3,2,4,3,16,1,4,34,0,33,7,1,9
1,1573,38,Male,Married,Research & Development,Manufacturing Director,4855,No,Medical,Travel_Rarely,2,2,3,2,3,11,2,2,7,4,5,2,1,4
0,1574,32,Male,Married,Research & Development,Research Scientist,4087,No,Technical Degree,Non-Travel,1,2,3,1,3,14,1,3,9,4,6,5,1,2
0,1576,48,Female,Married,Research & Development,Research Scientist,2367,No,Other,Travel_Rarely,15,1,3,1,3,12,1,3,10,8,8,2,7,6
0,1577,34,Male,Single,Research & Development,Research Scientist,2972,No,Medical,Travel_Rarely,7,1,3,4,3,13,0,4,1,1,1,0,0,0
0,1578,55,Male,Married,Sales,Manager,19586,No,Marketing,Travel_Rarely,26,5,2,4,4,21,1,3,36,1,36,6,2,13
0,1580,34,Male,Married,Research & Development,Research Scientist,5484,No,Life Sciences,Travel_Rarely,1,2,3,4,3,17,1,3,9,9,2,2,2,1
0,1581,26,Female,Married,Research & Development,Research Scientist,2061,No,Life Sciences,Travel_Rarely,3,1,3,4,4,21,0,5,1,1,1,0,0,0
0,1582,38,Male,Married,Sales,Sales Executive,9924,No,Life Sciences,Travel_Rarely,14,2,3,2,3,11,1,3,10,0,9,8,7,7
0,1583,38,Female,Single,Sales,Sales Executive,4198,No,Life Sciences,Travel_Rarely,16,2,3,2,3,12,0,5,8,2,3,2,1,2
0,1585,36,Female,Single,Sales,Sales Executive,6815,No,Life Sciences,Travel_Rarely,1,2,3,3,3,13,0,5,15,6,1,0,0,0
0,1586,29,Male,Single,Research & Development,Laboratory Technician,4723,Yes,Medical,Travel_Rarely,3,1,3,1,3,18,0,3,10,1,10,9,1,5
0,1587,35,Female,Single,Research & Development,Healthcare Representative,6142,Yes,Medical,Travel_Rarely,10,2,3,3,3,16,0,4,10,3,5,2,0,4
0,1588,39,Male,Married,Sales,Sales Executive,8237,No,Medical,Travel_Rarely,6,3,4,3,3,11,1,3,11,2,7,6,7,6
0,1590,29,Male,Divorced,Research & Development,Healthcare Representative,8853,No,Life Sciences,Travel_Frequently,2,2,3,4,3,19,1,0,6,1,6,4,1,3
0,1591,50,Male,Married,Sales,Manager,19331,Yes,Marketing,Travel_Rarely,9,5,3,3,3,16,1,2,27,4,1,0,0,0
0,1592,23,Male,Married,Research & Development,Research Scientist,2073,No,Technical Degree,Travel_Rarely,10,1,4,3,3,16,1,2,4,2,2,2,2,2
0,1594,36,Male,Married,Research & Development,Laboratory Technician,5562,Yes,Life Sciences,Travel_Frequently,6,2,4,1,3,13,1,3,9,3,3,2,0,2
0,1595,42,Male,Single,Research & Development,Manager,19613,No,Other,Travel_Rarely,9,5,2,4,4,22,0,2,24,8,1,0,0,1
0,1596,35,Male,Married,Research & Development,Laboratory Technician,3407,No,Life Sciences,Travel_Rarely,28,2,4,3,3,17,2,3,10,1,10,9,6,8
0,1597,34,Male,Married,Research & Development,Healthcare Representative,5063,No,Technical Degree,Travel_Frequently,10,2,2,3,3,14,1,3,8,1,8,2,7,7
0,1598,40,Female,Married,Sales,Sales Executive,4639,No,Life Sciences,Travel_Rarely,14,2,3,1,3,15,1,2,5,1,5,4,1,2
0,1599,43,Male,Divorced,Research & Development,Laboratory Technician,4876,No,Technical Degree,Travel_Rarely,27,1,4,2,3,12,1,0,8,5,6,4,0,2
0,1601,35,Male,Married,Research & Development,Laboratory Technician,2690,No,Life Sciences,Travel_Rarely,7,1,2,4,3,18,1,5,1,1,1,0,0,1
0,1602,46,Male,Single,Sales,Manager,17567,No,Life Sciences,Travel_Rarely,1,4,4,1,3,15,0,5,27,1,26,0,0,12
1,1604,28,Male,Married,Research & Development,Laboratory Technician,2408,Yes,Medical,Travel_Rarely,24,1,3,2,3,17,3,3,1,1,1,1,0,0
0,1605,22,Female,Married,Research & Development,Research Scientist,2814,Yes,Other,Non-Travel,26,1,2,3,3,14,0,2,4,1,4,2,1,3
0,1606,50,Male,Married,Research & Development,Healthcare Representative,11245,Yes,Medical,Travel_Frequently,20,4,3,3,3,15,1,3,32,2,30,8,12,13
0,1607,32,Female,Married,Research & Development,Research Scientist,3312,No,Other,Travel_Rarely,5,1,4,4,3,17,2,3,6,3,3,2,0,2
0,1608,44,Female,Divorced,Research & Development,Research Director,19049,Yes,Medical,Travel_Rarely,7,5,3,4,3,14,1,4,23,0,22,7,1,10
0,1609,30,Male,Married,Research & Development,Research Scientist,2141,No,Medical,Travel_Rarely,7,1,2,2,3,12,1,3,6,1,6,4,1,1
0,1611,45,Female,Single,Research & Development,Laboratory Technician,5769,Yes,Medical,Travel_Rarely,5,2,1,1,3,14,0,3,10,1,10,7,1,4
0,1612,45,Male,Married,Sales,Sales Executive,4385,No,Marketing,Non-Travel,26,2,2,1,3,15,1,2,10,1,10,7,4,5
0,1613,31,Male,Single,Sales,Sales Executive,5332,No,Other,Travel_Frequently,2,2,3,1,3,13,0,3,10,7,5,2,0,3
0,1614,36,Female,Married,Research & Development,Manufacturing Director,4663,Yes,Life Sciences,Travel_Rarely,12,2,3,3,3,12,2,2,7,9,3,2,1,1
0,1615,34,Male,Divorced,Research & Development,Manufacturing Director,4724,No,Life Sciences,Travel_Frequently,10,2,4,4,3,13,1,3,9,1,9,7,7,2
0,1617,49,Female,Married,Research & Development,Laboratory Technician,3211,No,Life Sciences,Travel_Rarely,25,1,3,1,3,14,1,3,10,1,9,6,1,4
0,1618,39,Male,Married,Research & Development,Manufacturing Director,5377,No,Medical,Travel_Rarely,10,2,3,1,3,13,3,3,10,2,7,7,7,7
0,1619,27,Male,Divorced,Research & Development,Laboratory Technician,4066,No,Other,Travel_Rarely,19,1,2,1,3,11,2,3,7,1,7,7,0,7
0,1621,35,Male,Married,Research & Development,Research Scientist,5208,No,Life Sciences,Travel_Rarely,18,2,4,1,3,11,0,2,16,1,16,15,1,10
0,1622,28,Female,Divorced,Research & Development,Manufacturing Director,4877,No,Medical,Travel_Rarely,27,2,1,1,4,21,1,5,6,0,5,3,0,0
0,1623,21,Male,Single,Research & Development,Research Scientist,3117,No,Medical,Travel_Rarely,5,1,3,4,3,18,0,2,3,1,2,2,2,2
1,1624,18,Female,Single,Sales,Sales Representative,1569,Yes,Medical,Travel_Frequently,3,1,3,4,3,12,0,2,0,1,0,0,0,0
0,1625,47,Female,Married,Human Resources,Manager,19658,No,Life Sciences,Travel_Rarely,26,5,3,3,3,11,1,2,27,3,5,2,1,0
0,1627,39,Male,Divorced,Research & Development,Laboratory Technician,3069,No,Medical,Travel_Rarely,3,2,2,3,3,15,1,3,11,0,10,8,0,7
0,1628,40,Female,Married,Research & Development,Manufacturing Director,10435,No,Life Sciences,Travel_Rarely,15,3,2,3,3,13,2,2,18,1,18,15,14,12
0,1630,35,Female,Married,Research & Development,Healthcare Representative,4148,No,Life Sciences,Non-Travel,8,2,3,3,3,12,1,5,15,1,14,11,2,9
0,1631,37,Male,Married,Research & Development,Manufacturing Director,5768,No,Life Sciences,Travel_Rarely,19,2,3,3,3,17,3,2,9,3,4,3,0,2
0,1633,39,Female,Single,Research & Development,Manufacturing Director,5042,No,Medical,Travel_Frequently,4,2,3,3,3,13,0,2,10,0,9,2,3,8
0,1635,45,Female,Divorced,Research & Development,Manufacturing Director,5770,No,Other,Travel_Rarely,2,2,2,4,3,19,2,3,10,1,10,7,3,9
0,1638,38,Female,Married,Research & Development,Manufacturing Director,7756,Yes,Medical,Travel_Rarely,2,3,2,3,3,19,1,6,10,3,5,4,0,2
1,1639,35,Male,Married,Sales,Sales Executive,10306,No,Medical,Travel_Rarely,10,3,2,1,3,17,0,3,15,9,13,12,6,0
0,1640,37,Female,Married,Research & Development,Research Scientist,3936,No,Medical,Travel_Rarely,10,1,3,2,3,11,1,2,8,1,8,4,7,7
0,1641,40,Female,Single,Research & Development,Manufacturing Director,7945,Yes,Life Sciences,Travel_Rarely,16,3,3,4,3,15,0,2,18,6,4,2,3,3
0,1642,44,Male,Married,Human Resources,Human Resources,5743,Yes,Human Resources,Travel_Frequently,1,2,3,4,3,11,0,3,14,4,10,7,0,2
0,1644,48,Male,Married,Research & Development,Manager,15202,No,Medical,Travel_Frequently,4,4,2,4,4,25,1,3,23,2,2,2,2,2
1,1645,35,Male,Divorced,Sales,Sales Executive,5440,Yes,Medical,Travel_Rarely,15,2,1,4,3,14,2,2,7,6,2,2,2,2
0,1646,24,Female,Single,Research & Development,Research Scientist,3760,Yes,Technical Degree,Travel_Frequently,2,1,3,4,3,13,0,2,6,1,6,3,1,3
0,1647,27,Female,Married,Research & Development,Research Scientist,3517,No,Medical,Travel_Rarely,8,1,4,3,3,17,0,0,5,7,3,2,0,2
0,1648,27,Male,Single,Research & Development,Research Scientist,2580,No,Medical,Travel_Frequently,2,1,3,4,3,13,0,0,6,2,4,2,1,2
1,1649,40,Male,Single,Research & Development,Laboratory Technician,2166,Yes,Life Sciences,Travel_Rarely,7,1,3,1,3,14,0,3,10,3,4,2,0,3
0,1650,29,Male,Single,Sales,Sales Executive,5869,No,Medical,Travel_Rarely,10,2,2,3,3,11,0,2,8,9,5,2,1,4
0,1651,36,Female,Married,Research & Development,Healthcare Representative,8008,No,Life Sciences,Travel_Rarely,5,3,3,1,3,12,2,6,9,4,3,2,0,2
0,1653,25,Male,Divorced,Research & Development,Manufacturing Director,5206,No,Life Sciences,Travel_Frequently,2,2,4,3,3,17,2,6,7,1,7,7,0,7
0,1654,39,Male,Married,Research & Development,Manufacturing Director,5295,No,Medical,Travel_Rarely,12,2,3,2,4,21,0,3,7,4,5,4,1,0
0,1655,49,Female,Married,Research & Development,Research Director,16413,No,Other,Travel_Rarely,22,4,3,2,3,16,2,2,27,3,4,2,1,2
0,1656,50,Female,Divorced,Research & Development,Research Director,13269,No,Life Sciences,Travel_Rarely,17,3,2,1,3,15,3,3,19,5,14,11,1,11
0,1657,20,Female,Single,Sales,Sales Representative,2783,No,Medical,Travel_Rarely,2,1,3,3,3,19,0,3,2,1,2,2,2,2
0,1658,34,Female,Divorced,Research & Development,Research Scientist,5433,No,Life Sciences,Travel_Rarely,3,2,3,2,3,12,1,2,11,1,11,8,7,9
0,1659,36,Male,Single,Research & Development,Laboratory Technician,2013,No,Life Sciences,Travel_Rarely,7,1,3,2,3,11,0,4,15,2,4,3,1,3
0,1661,49,Female,Married,Research & Development,Healthcare Representative,13966,Yes,Life Sciences,Travel_Rarely,6,4,2,3,3,19,1,3,30,2,15,11,2,12
0,1662,36,Female,Married,Research & Development,Manufacturing Director,4374,No,Medical,Non-Travel,1,2,2,3,3,15,0,6,4,0,3,2,1,2
0,1664,36,Male,Divorced,Research & Development,Healthcare Representative,6842,No,Life Sciences,Travel_Rarely,3,2,4,1,4,20,1,3,13,6,5,4,0,4
0,1665,54,Female,Married,Research & Development,Manager,17426,No,Medical,Travel_Rarely,22,4,3,3,4,25,1,6,36,3,10,8,4,7
0,1666,43,Male,Married,Research & Development,Research Director,17603,No,Life Sciences,Travel_Rarely,15,4,2,3,4,24,1,3,14,1,14,10,6,11
1,1667,35,Male,Single,Sales,Sales Executive,4581,Yes,Other,Travel_Frequently,12,2,3,4,4,24,0,2,13,3,11,9,6,7
0,1668,38,Male,Married,Research & Development,Research Scientist,4735,No,Life Sciences,Travel_Frequently,1,2,3,4,3,15,2,4,19,7,13,11,2,9
0,1669,29,Male,Divorced,Sales,Sales Executive,4187,Yes,Medical,Travel_Rarely,5,2,2,2,3,13,1,3,10,1,10,0,0,9
0,1670,33,Male,Divorced,Sales,Sales Executive,5505,No,Medical,Travel_Rarely,2,2,3,4,3,14,2,5,6,1,6,2,0,4
0,1671,32,Male,Divorced,Research & Development,Research Scientist,5470,No,Medical,Travel_Rarely,2,2,3,2,3,13,2,4,10,0,9,5,1,6
0,1673,31,Female,Married,Sales,Sales Executive,5476,No,Life Sciences,Travel_Rarely,5,2,3,4,3,11,2,2,10,1,10,0,0,2
0,1674,49,Female,Divorced,Research & Development,Laboratory Technician,2587,Yes,Medical,Travel_Rarely,16,1,3,1,3,16,1,2,17,4,2,2,2,2
0,1675,38,Female,Single,Research & Development,Laboratory Technician,2440,No,Medical,Travel_Frequently,2,1,2,2,4,22,0,3,4,1,4,3,3,3
0,1676,47,Female,Divorced,Sales,Manager,15972,No,Life Sciences,Travel_Rarely,2,4,4,2,3,14,3,2,29,6,3,2,1,2
0,1677,49,Male,Single,Research & Development,Manager,15379,No,Life Sciences,Travel_Rarely,1,4,3,3,3,14,0,2,23,4,8,7,0,0
0,1678,41,Male,Single,Sales,Sales Executive,7082,Yes,Life Sciences,Travel_Rarely,23,3,3,3,3,16,0,2,21,3,2,0,0,2
0,1680,20,Male,Single,Sales,Sales Representative,2728,No,Life Sciences,Travel_Rarely,9,1,3,1,3,11,0,3,2,1,2,2,0,2
0,1681,33,Female,Divorced,Sales,Sales Executive,5368,Yes,Life Sciences,Non-Travel,16,2,3,4,4,25,1,2,7,1,6,5,1,2
0,1682,36,Male,Married,Research & Development,Healthcare Representative,5347,No,Life Sciences,Travel_Rarely,26,2,3,3,3,14,2,2,10,6,3,2,0,2
0,1683,44,Female,Divorced,Human Resources,Human Resources,3195,Yes,Life Sciences,Travel_Rarely,1,1,3,4,3,18,3,2,8,4,2,2,2,2
1,1684,23,Male,Single,Research & Development,Laboratory Technician,3989,Yes,Medical,Travel_Rarely,8,1,2,3,3,11,0,2,5,1,5,4,1,2
0,1687,38,Female,Married,Research & Development,Laboratory Technician,3306,No,Medical,Travel_Rarely,4,1,3,3,3,19,1,5,7,7,0,0,0,0
0,1689,53,Male,Married,Research & Development,Healthcare Representative,7005,No,Medical,Travel_Rarely,24,3,4,4,3,15,0,2,11,3,4,3,1,2
1,1691,48,Female,Married,Sales,Sales Representative,2655,Yes,Medical,Travel_Frequently,7,1,3,3,3,11,2,3,19,2,9,7,7,7
1,1692,32,Male,Single,Research & Development,Laboratory Technician,1393,No,Life Sciences,Travel_Rarely,2,1,3,2,3,12,0,2,1,1,1,0,0,0
0,1693,26,Male,Single,Research & Development,Laboratory Technician,2570,No,Medical,Non-Travel,7,1,3,4,4,20,0,5,7,1,7,7,5,7
0,1694,55,Male,Divorced,Research & Development,Research Scientist,3537,No,Technical Degree,Travel_Rarely,22,1,2,2,3,12,1,1,8,5,4,2,1,2
0,1696,34,Male,Married,Research & Development,Laboratory Technician,3986,No,Medical,Travel_Rarely,5,2,2,4,3,14,1,3,15,1,15,10,4,13
0,1697,60,Male,Divorced,Research & Development,Healthcare Representative,10883,No,Medical,Travel_Rarely,1,3,1,4,4,20,1,2,19,3,1,0,0,0
0,1698,33,Male,Married,Research & Development,Laboratory Technician,2028,No,Medical,Travel_Rarely,21,1,4,2,3,18,3,6,14,1,14,11,2,13
0,1700,37,Male,Divorced,Sales,Sales Executive,9525,No,Medical,Travel_Frequently,1,2,1,4,3,14,2,2,6,1,6,3,1,3
0,1701,34,Female,Married,Research & Development,Research Scientist,2929,No,Life Sciences,Travel_Rarely,19,1,2,4,3,12,0,3,10,1,10,9,8,7
1,1702,23,Male,Divorced,Sales,Sales Representative,2275,Yes,Life Sciences,Travel_Rarely,7,1,3,4,4,21,1,2,3,1,3,2,0,2
0,1703,44,Female,Married,Research & Development,Healthcare Representative,7879,Yes,Life Sciences,Travel_Rarely,2,3,4,4,3,19,1,2,9,1,8,7,6,7
0,1704,35,Male,Single,Research & Development,Research Scientist,4930,Yes,Medical,Travel_Frequently,2,1,2,4,3,14,0,2,6,0,5,4,1,4
0,1706,43,Male,Married,Sales,Sales Executive,7847,Yes,Medical,Travel_Rarely,2,2,3,4,3,17,1,3,10,1,10,9,8,8
0,1707,24,Male,Married,Research & Development,Research Scientist,4401,No,Medical,Travel_Rarely,9,1,4,3,3,16,1,1,5,1,5,3,0,4
0,1708,41,Male,Single,Sales,Sales Executive,9241,No,Marketing,Travel_Rarely,6,3,3,3,3,12,0,3,10,1,10,8,8,7
0,1709,29,Female,Married,Research & Development,Laboratory Technician,2974,No,Medical,Travel_Rarely,9,1,3,3,3,17,1,2,9,9,5,3,1,2
0,1710,36,Female,Single,Sales,Sales Representative,4502,No,Life Sciences,Travel_Rarely,2,2,3,4,3,15,0,2,17,3,13,7,6,7
0,1712,45,Male,Married,Research & Development,Healthcare Representative,10748,No,Life Sciences,Non-Travel,1,3,2,3,4,23,1,3,25,3,23,15,14,4
1,1714,24,Male,Married,Human Resources,Human Resources,1555,No,Human Resources,Travel_Rarely,22,1,1,3,3,11,1,2,1,1,1,0,0,0
1,1716,47,Male,Married,Sales,Sales Executive,12936,No,Life Sciences,Travel_Frequently,9,4,1,3,3,11,0,3,25,7,23,5,14,10
0,1718,26,Male,Married,Research & Development,Laboratory Technician,2305,No,Medical,Travel_Rarely,17,1,1,3,3,15,3,3,3,1,3,2,0,2
0,1719,45,Female,Single,Research & Development,Research Director,16704,No,Technical Degree,Travel_Rarely,28,4,2,2,3,11,0,2,21,1,21,6,8,6
0,1720,32,Male,Married,Research & Development,Research Scientist,3433,No,Life Sciences,Travel_Frequently,10,1,3,3,3,13,1,3,10,6,5,2,1,3
0,1721,31,Male,Married,Research & Development,Laboratory Technician,3477,No,Life Sciences,Travel_Rarely,2,1,3,3,3,14,1,2,6,1,5,2,0,3
0,1722,41,Male,Married,Human Resources,Human Resources,6430,No,Human Resources,Non-Travel,4,2,1,2,3,19,1,4,10,6,3,2,1,2
0,1724,40,Female,Married,Research & Development,Manufacturing Director,6516,Yes,Life Sciences,Travel_Rarely,8,2,3,1,3,16,1,3,18,2,1,0,0,0
0,1725,24,Male,Divorced,Research & Development,Laboratory Technician,3907,No,Medical,Travel_Rarely,29,1,3,1,3,13,3,2,6,1,6,2,1,2
0,1727,46,Male,Single,Research & Development,Healthcare Representative,5562,No,Life Sciences,Travel_Rarely,13,2,3,2,3,14,0,3,19,6,10,7,0,9
0,1728,35,Male,Married,Research & Development,Manufacturing Director,6883,No,Life Sciences,Travel_Rarely,27,2,3,3,3,16,1,3,17,2,7,7,0,7
0,1729,30,Male,Married,Research & Development,Research Scientist,2862,No,Life Sciences,Travel_Rarely,16,1,3,4,3,12,1,2,10,1,10,0,0,8
0,1731,47,Male,Married,Sales,Sales Executive,4978,No,Marketing,Non-Travel,2,2,3,2,3,11,1,3,4,7,1,0,0,0
0,1732,46,Male,Divorced,Sales,Sales Executive,10368,Yes,Life Sciences,Travel_Rarely,2,3,3,4,3,12,1,5,13,4,10,6,0,3
1,1733,36,Male,Divorced,Sales,Sales Executive,6134,Yes,Marketing,Travel_Rarely,13,2,2,1,3,13,3,3,16,5,2,2,2,2
1,1734,32,Male,Single,Sales,Sales Executive,6735,No,Life Sciences,Travel_Rarely,1,2,1,2,3,15,0,2,10,6,0,0,0,0
0,1735,23,Female,Single,Research & Development,Laboratory Technician,3295,No,Medical,Travel_Rarely,4,1,3,2,3,13,0,3,3,1,3,2,1,2
0,1736,31,Female,Single,Research & Development,Manufacturing Director,5238,No,Technical Degree,Travel_Frequently,24,2,3,4,4,20,0,3,9,2,5,4,1,4
0,1737,39,Male,Married,Research & Development,Laboratory Technician,6472,Yes,Life Sciences,Non-Travel,1,2,3,4,3,15,1,2,9,1,9,8,5,8
0,1739,32,Male,Married,Sales,Sales Executive,9610,No,Life Sciences,Travel_Rarely,19,3,1,3,3,13,1,2,10,3,4,3,0,2
0,1740,40,Male,Single,Sales,Manager,19833,No,Medical,Travel_Rarely,7,5,3,2,3,14,0,3,21,1,21,8,12,8
0,1744,45,Female,Married,Human Resources,Human Resources,9756,No,Life Sciences,Travel_Rarely,4,3,1,3,4,21,2,2,9,4,5,0,0,3
0,1745,30,Female,Single,Research & Development,Research Scientist,4968,No,Technical Degree,Travel_Frequently,2,1,2,1,3,16,0,2,10,0,9,7,0,7
0,1746,24,Male,Married,Human Resources,Human Resources,2145,No,Medical,Travel_Frequently,10,1,3,4,3,14,1,2,3,0,2,2,2,1
1,1747,30,Female,Divorced,Human Resources,Human Resources,2180,No,Human Resources,Travel_Frequently,8,1,2,4,3,11,1,0,6,6,4,2,1,2
0,1749,31,Male,Married,Sales,Sales Executive,8346,No,Technical Degree,Travel_Rarely,5,2,3,3,3,19,1,3,6,1,5,2,0,2
0,1751,27,Female,Single,Research & Development,Research Scientist,3445,No,Medical,Travel_Rarely,8,1,3,4,3,11,0,5,6,1,6,2,1,4
1,1752,29,Female,Single,Sales,Sales Representative,2760,No,Marketing,Travel_Rarely,9,1,1,2,3,13,0,3,2,1,2,2,2,2
0,1753,29,Male,Single,Research & Development,Healthcare Representative,6294,Yes,Life Sciences,Travel_Frequently,1,2,4,3,3,12,0,5,10,8,3,2,0,2
0,1754,30,Male,Divorced,Sales,Sales Executive,7140,No,Marketing,Travel_Rarely,15,3,2,1,3,11,1,2,12,2,7,7,1,7
0,1755,34,Male,Married,Research & Development,Research Scientist,2932,Yes,Medical,Travel_Rarely,2,1,4,4,3,14,3,3,6,0,5,0,1,2
0,1756,33,Female,Single,Sales,Sales Executive,5147,No,Marketing,Non-Travel,2,2,3,2,3,15,0,2,13,8,11,7,1,7
0,1757,49,Female,Single,Sales,Sales Executive,4507,No,Marketing,Travel_Rarely,11,2,3,4,3,12,0,1,8,3,5,1,0,4
1,1758,33,Female,Single,Sales,Sales Executive,8564,Yes,Life Sciences,Travel_Rarely,16,3,3,1,4,20,0,2,11,2,0,0,0,0
0,1760,38,Female,Married,Research & Development,Laboratory Technician,2468,No,Medical,Travel_Frequently,2,1,2,2,3,14,1,4,9,4,6,1,0,5
1,1761,31,Male,Married,Sales,Sales Executive,8161,No,Marketing,Travel_Rarely,16,3,3,3,3,13,3,2,10,2,1,0,0,0
0,1762,29,Female,Divorced,Research & Development,Research Scientist,2109,No,Technical Degree,Travel_Rarely,4,1,2,1,3,13,1,2,1,1,1,0,0,0
0,1763,30,Male,Married,Research & Development,Healthcare Representative,5294,No,Life Sciences,Travel_Rarely,16,2,4,3,3,16,1,3,10,3,7,0,1,7
0,1764,32,Male,Single,Research & Development,Research Scientist,2718,No,Technical Degree,Non-Travel,5,1,3,2,3,14,0,3,12,2,7,7,0,7
0,1766,38,Male,Married,Research & Development,Healthcare Representative,5811,Yes,Medical,Travel_Rarely,18,2,1,4,3,16,1,2,15,3,1,0,1,0
1,1767,43,Male,Married,Research & Development,Research Scientist,2437,Yes,Technical Degree,Travel_Frequently,17,1,2,3,3,16,1,4,6,9,1,0,0,0
0,1768,42,Male,Divorced,Research & Development,Laboratory Technician,2766,No,Medical,Travel_Rarely,12,1,3,2,4,22,3,6,7,8,5,3,0,4
0,1770,55,Male,Married,Research & Development,Research Director,19038,No,Medical,Travel_Rarely,2,5,2,1,3,12,3,2,34,8,1,0,0,0
0,1771,33,Male,Divorced,Research & Development,Research Scientist,3055,No,Technical Degree,Non-Travel,4,2,3,2,3,15,2,2,11,5,9,8,1,7
0,1772,41,Male,Divorced,Research & Development,Laboratory Technician,2289,No,Life Sciences,Travel_Rarely,9,1,3,1,4,20,2,2,5,1,5,3,0,4
0,1774,34,Male,Divorced,Sales,Sales Executive,4001,Yes,Life Sciences,Non-Travel,10,2,3,3,3,14,1,3,15,1,15,14,0,7
0,1775,53,Female,Married,Research & Development,Manufacturing Director,12965,Yes,Medical,Non-Travel,1,4,2,3,4,20,3,2,27,4,3,2,0,2
0,1778,43,Male,Single,Human Resources,Human Resources,3539,No,Life Sciences,Travel_Rarely,2,1,3,4,3,13,0,5,10,0,9,7,1,8
0,1779,34,Female,Single,Sales,Sales Executive,6029,No,Life Sciences,Travel_Rarely,3,2,1,4,3,12,0,3,6,5,2,2,2,2
1,1780,21,Male,Single,Sales,Sales Representative,2679,No,Marketing,Travel_Rarely,7,1,3,2,3,13,0,3,1,1,1,0,1,0
0,1782,38,Female,Married,Research & Development,Laboratory Technician,3702,No,Other,Travel_Rarely,6,1,2,3,3,11,1,3,5,1,5,4,0,4
1,1783,22,Female,Married,Research & Development,Laboratory Technician,2398,Yes,Medical,Travel_Rarely,8,1,3,1,3,17,0,6,1,1,1,0,0,0
0,1784,31,Female,Married,Sales,Sales Executive,5468,No,Marketing,Travel_Rarely,29,2,2,4,3,14,2,3,13,1,12,7,5,7
0,1786,51,Female,Married,Research & Development,Manager,13116,No,Technical Degree,Travel_Rarely,3,3,3,3,3,11,0,2,15,2,2,2,2,2
0,1787,37,Male,Married,Sales,Sales Executive,4189,No,Marketing,Travel_Rarely,9,2,2,2,3,14,2,2,5,1,5,2,0,3
0,1789,46,Male,Divorced,Research & Development,Research Director,19328,Yes,Medical,Travel_Rarely,2,5,3,4,3,17,1,3,24,7,2,1,2,2
0,1790,36,Male,Married,Research & Development,Healthcare Representative,8321,Yes,Life Sciences,Travel_Rarely,10,3,3,1,3,13,1,1,15,7,12,8,5,7
1,1792,44,Male,Divorced,Research & Development,Research Scientist,2342,Yes,Medical,Travel_Frequently,1,1,3,2,3,12,3,2,6,1,5,3,2,3
0,1794,37,Male,Divorced,Human Resources,Human Resources,4071,No,Other,Travel_Rarely,8,2,3,2,3,13,0,4,19,2,10,0,4,7
1,1797,35,Male,Single,Sales,Sales Executive,5813,Yes,Life Sciences,Travel_Rarely,27,2,3,4,3,18,0,2,10,1,10,7,7,7
0,1798,33,Male,Married,Research & Development,Research Scientist,3143,No,Life Sciences,Travel_Rarely,8,1,4,1,3,19,1,1,14,6,10,8,7,6
0,1799,28,Male,Married,Research & Development,Research Scientist,2044,No,Life Sciences,Travel_Rarely,1,1,3,4,3,11,1,6,5,1,5,3,0,3
0,1800,39,Male,Single,Research & Development,Research Director,13464,No,Medical,Travel_Rarely,10,3,3,3,4,21,0,3,9,7,4,3,2,2
0,1801,46,Male,Single,Sales,Sales Executive,7991,No,Life Sciences,Non-Travel,26,2,2,2,3,15,0,3,6,8,2,2,2,2
0,1802,40,Female,Married,Research & Development,Laboratory Technician,3377,No,Life Sciences,Travel_Rarely,2,1,3,1,3,17,1,5,7,4,4,3,0,2
0,1803,42,Male,Married,Research & Development,Healthcare Representative,5538,No,Medical,Travel_Rarely,13,2,4,1,3,18,2,2,10,5,0,0,0,0
0,1804,35,Male,Divorced,Research & Development,Manufacturing Director,5762,No,Medical,Non-Travel,2,2,3,4,3,14,1,6,15,2,7,7,1,7
